sensor,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
s02,hindsight_relabel,3.4250083333333636,0.47662055555556704,0.1955238888888866,0.541999999999918,0.6039597099241081,0.51757843575439,0.24668535315852064,0.5644677777777781,0.0,0.0,0.2669595999999958,0.12289210922222342,4412620800
s02,inverse_dynamics,2.984466666666718,0.5404746666666544,0.21329200000000487,0.0,0.6039597099241081,0.51757843575439,0.24668535315852064,0.4376586666667576,0.0,0.0,0.0,0.5451095599999781,4412620800
s02,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.6039597099241081,0.51757843575439,0.24668535315852064,0.0,0.0,0.0,0.0,1.0,4412620800
s02,raw_effect_trace,3.803047633377245,0.1551276202294493,0.17749761272916484,0.0,0.6039597099241081,0.51757843575439,0.24668535315852064,0.5449275094142927,0.0,0.0,0.0,0.15338965694941187,4412620800
s03,coverage_weighted_trace,3.9035025337143736,0.41856231815515965,0.2642038368995235,3.9387479716670014e-05,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.43245390905683184,0.0018254204687323384,0.0,0.030752050336867755,0.36833983849409596,4412620800
s03,delayed_reward_td,3.659958333333375,0.2792666666666785,0.12246666666665972,1.0,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.4804000000000308,0.0,0.0,0.0,-0.0024935416666666812,4412620800
s03,dense_shaping,3.066015026850544,0.36711800000000044,0.13469113333333504,0.6467999999999486,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.43047480000000804,0.0,0.0,0.32975919999998904,0.1720375948381642,4412620800
s03,event_audited_trace,2.865448098567998,0.5890912345253502,0.30119289379837655,0.015986562316591162,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.2346082218567014,0.2699864570088526,0.03842658586751374,0.07737640546495467,0.7326240482283239,4412620800
s03,hindsight_relabel,3.4250083333333636,0.47662055555556704,0.1955238888888866,0.541999999999918,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.5644677777777781,0.0,0.0,0.2669595999999958,0.12289210922222342,4412620800
s03,inverse_dynamics,3.0219666666666987,0.5302746666666714,0.2084920000000003,0.0,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.45265866666659693,0.0,0.0,0.0,0.520697060000001,4412620800
s03,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.0,0.0,0.0,0.0,1.0,4412620800
s03,raw_effect_trace,3.9013975309409696,0.13903321288956438,0.1732668551436463,0.0,0.5923760699292374,0.5002978059204815,0.2547130549737705,0.5544160553527244,0.0,0.0,0.0,0.12182824588885012,4412620800
s04,coverage_weighted_trace,3.9903785091010255,0.41129195615888015,0.26402072028355517,1.9616127941195758e-05,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.4549752730303412,0.0009018409812190583,0.0,0.033056362557441495,0.33270990232245357,4412620800
s04,delayed_reward_td,3.659958333333375,0.2792666666666785,0.12246666666665972,1.0,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.4804000000000308,0.0,0.0,0.0,-0.0024935416666666812,4412620800
s04,dense_shaping,3.066080101951112,0.36711800000000044,0.13469113333333504,0.6467999999999486,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.43047480000000804,0.0,0.0,0.32975919999998904,0.17202750819757573,4412620800
s04,event_audited_trace,2.9004257794610706,0.5794885242142418,0.2983593441901854,0.01690683995535343,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.24297357206769,0.2855095762394147,0.04286443331674081,0.08179079960017367,0.7123733918089858,4412620800
s04,hindsight_relabel,3.4250083333333636,0.47662055555556704,0.1955238888888866,0.541999999999918,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.5644677777777781,0.0,0.0,0.2669595999999958,0.12289210922222342,4412620800
s04,inverse_dynamics,3.046966666666687,0.5234746666666904,0.2052919999999977,0.0,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.47145866666673186,0.0,0.0,0.0,0.497206060000007,4412620800
s04,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.0,0.0,0.0,0.0,1.0,4412620800
s04,raw_effect_trace,3.9746436173511532,0.12110090592631285,0.16822913538305087,0.0,0.6087708467176004,0.4792640809556743,0.27469677878871707,0.583104261430032,0.0,0.0,0.0,0.07730336228785958,4412620800
